排名,股票代码,股票名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,市盈率,市净率,总市值,更新时间
16,600513,联环药业,25.61,10.01,2.33,240557.0,605461541.0,11.86,25.61,22.85,22.85,23.28,-156.38,5.48,7310535075.0,2026-03-27 10:02:32
16,600771,广誉远,16.97,6.595,0.0,2831895.0,48028432.0,0,17.34,16.66,16.66,15.92,0.0,0.0,0.0,2026-03-27 09:32:30
16,688795,摩尔线程-U,-,-,-,-,-,-,-,-,-,558.5,-256.28,22.96,262510759195.0,2026-03-27 09:01:58
16,2109,兴化股份,4.94,10.02,0.45,1103639,528144314.5,8.91,4.94,4.54,4.54,4.49,-11.17,1.55,6304773064.0,2026-03-27 08:45:48
17,3018,金富科技,28.22,10.02,2.57,83193,231195267.12,9.04,28.22,25.9,26.0,25.65,58.89,4.6,7337200000.0,2026-03-27 08:46:48
17,688793,倍轻松,0,0,0,0,0,0,0,0,0,27.3,-26.28,9.72,2346309939.0,2026-03-27 09:02:39
17,300209,行云科技,10.85,6.582,0.0,19620800.0,207834471.0,0,11.03,10.32,10.32,10.18,0.0,0.0,0.0,2026-03-27 09:32:30
17,603248,锡华科技,29.04,10.0,2.64,144936.0,406352786.0,12.61,29.04,25.71,26.0,26.4,62.01,7.78,13358400000.0,2026-03-27 10:02:32
18,605028,世茂能源,29.28,6.357,0.0,1020200.0,29849914.0,0,30.28,27.0,27.18,27.53,0.0,0.0,0.0,2026-03-27 09:32:30
18,2902,铭普光磁,28.55,10.02,2.6,278134,787010913.94,4.01,28.55,27.51,28.0,25.95,-33.64,7.95,6709508720.0,2026-03-27 08:45:48
18,600310,广西能源,6.6,10.0,0.6,324341.0,214064954.0,0.0,6.6,6.6,6.6,6.0,-45.86,3.52,9673690765.0,2026-03-27 10:02:32
18,688790,昂瑞微-UW,0,0,0,0,0,0,0,0,0,133.17,-111.27,4.76,13254634891.0,2026-03-27 09:02:39
19,600727,鲁北化工,7.54,6.347,0.0,8818300.0,65984138.0,0,7.68,7.25,7.25,7.09,0.0,0.0,0.0,2026-03-27 09:32:30
19,002995,天地在线,23.65,10.0,2.15,107982.0,246538361.4,11.72,23.65,21.13,21.39,21.5,-70.96,4.72,4196798452.0,2026-03-27 10:02:32
19,605555,德昌股份,16.81,10.01,1.53,174830,285205589.0,9.49,16.81,15.36,15.48,15.28,37.68,2.7,8137200562.0,2026-03-27 08:46:48
19,688789,宏华数科,0,0,0,0,0,0,0,0,0,69.76,23.78,3.52,12574666024.0,2026-03-27 09:02:39
20,002455,百川股份,14.41,10.0,1.31,708424.0,979065123.98,9.77,14.41,13.13,13.38,13.1,1336.15,4.91,8563263847.0,2026-03-27 10:02:32
20,692,惠天热电,5.21,6.327,0.0,37766900.0,201215025.0,0,5.39,5.04,5.39,4.9,0.0,0.0,0.0,2026-03-27 09:32:30
20,688788,科思科技,-,-,-,-,-,-,-,-,-,55.57,-29.82,4.75,8717510853.0,2026-03-27 09:01:58
20,2782,可立克,26.16,10.01,2.38,322117,825489297.47,11.19,26.16,23.5,23.75,23.78,43.3,5.85,12974418580.0,2026-03-27 08:45:48
21,688787,海天瑞声,0,0,0,0,0,0,0,0,0,135.67,581.5,11.04,8184317171.0,2026-03-27 09:02:39
21,603076,乐惠国际,27.16,6.26,0.0,602796.0,15859275.0,0,27.25,25.1,25.3,25.56,0.0,0.0,0.0,2026-03-27 09:32:30
21,603538,美诺华,39.18,9.99,3.56,201810.0,778954224.0,5.64,39.18,37.17,37.94,35.62,67.53,3.85,8637237426.0,2026-03-27 10:02:32
22,600996,贵广网络,10.02,9.99,0.91,127403.0,127657866.0,0.0,10.02,10.02,10.02,9.11,-11.49,5.34,12492934537.0,2026-03-27 10:02:32
22,603538,美诺华,35.62,10.01,3.24,287843,1013602040.0,6.02,35.62,33.67,33.67,32.38,61.39,3.5,7852434842.0,2026-03-27 08:45:48
22,688196,卓越新能,84.0,6.222,0.0,348880.0,28635121.0,0,84.23,80.0,81.68,79.08,0.0,0.0,0.0,2026-03-27 09:32:30
22,688786,悦安新材,0,0,0,0,0,0,0,0,0,29.54,48.72,5.48,4247852089.0,2026-03-27 09:02:39
23,603026,石大胜华,85.32,10.01,7.76,240728,2006122746.0,11.1,85.32,76.71,76.75,77.56,-239.39,4.11,19854050514.0,2026-03-27 08:46:48
23,301292,海科新源,85.22,6.206,0.0,5124197.0,420369462.0,0,85.97,78.09,80.01,80.24,0.0,0.0,0.0,2026-03-27 09:32:30
23,600539,狮头股份,14.21,9.98,1.29,199116.0,271615083.0,11.53,14.21,12.72,13.17,12.92,-149.61,10.9,3268300000.0,2026-03-27 10:02:32
23,688785,恒运昌,-,-,-,-,-,-,-,-,-,292.79,173.3,18.54,19822377230.0,2026-03-27 09:01:58
24,605388,均瑶健康,7.05,9.98,0.64,183498.0,126441260.0,10.76,7.05,6.36,6.43,6.41,-1340.35,2.47,4233412200.0,2026-03-27 10:02:32
24,2265,建设工业,24.1,5.934,0.0,6153568.0,144478691.0,0,24.35,22.5,22.55,22.75,0.0,0.0,0.0,2026-03-27 09:32:30
24,688783,西安奕材-U,-,-,-,-,-,-,-,-,-,21.4,-117.12,6.95,86408920000.0,2026-03-27 09:01:58
24,2149,西部材料,46.74,10.0,4.25,946932,4253374469.45,10.19,46.74,42.41,43.74,42.49,247.12,7.83,22819135167.0,2026-03-27 08:45:48
25,000720,新能泰山,5.51,9.98,0.5,1255762.0,688144680.03,1.8,5.51,5.42,5.43,5.01,-1308.72,2.94,6923488956.0,2026-03-27 10:02:32
25,688781,C视涯-UW,0,0,0,0,0,0,0,0,0,40.79,-192.1,18.54,40790000000.0,2026-03-27 09:02:39
25,688390,固德威,102.93,5.786,0.0,1258664.0,127191787.0,0,103.25,97.78,97.78,97.3,0.0,0.0,0.0,2026-03-27 09:32:30
25,603687,大胜达,16.5,10.0,1.5,1007493,1589996065.0,11.27,16.5,14.81,15.22,15.0,74.86,2.78,9075525756.0,2026-03-27 08:46:48
26,688779,五矿新能,0,0,0,0,0,0,0,0,0,10.72,90.69,2.85,20681231368.0,2026-03-27 09:02:39
26,965,天保基建,4.18,10.0,0.38,763785,319187653.26,2.11,4.18,4.1,4.18,3.8,241.5,0.85,4639093141.0,2026-03-27 08:45:48
26,600268,国电南自,14.37,5.429,0.0,7635852.0,108272984.0,0,14.43,13.67,13.67,13.63,0.0,0.0,0.0,2026-03-27 09:32:30
26,600268,国电南自,14.99,9.98,1.36,444316.0,652593002.0,9.68,14.99,13.67,13.67,13.63,31.72,4.08,15227902962.0,2026-03-27 10:02:32
27,002470,金正大,3.09,9.96,0.28,2408408.0,731076782.61,12.81,3.09,2.73,2.76,2.81,-258.35,4.94,10153825723.0,2026-03-27 10:02:32
27,688778,厦钨新能,0,0,0,0,0,0,0,0,0,73.83,49.36,4.05,37261342658.0,2026-03-27 09:02:39
27,37,深南电A,11.99,10.0,1.09,702197,789012934.29,13.85,11.99,10.48,10.5,10.9,-271.79,4.92,7227123526.0,2026-03-27 08:46:48
27,600691,潞化科技,3.66,5.172,0.0,19175791.0,68490056.0,0,3.67,3.43,3.43,3.48,0.0,0.0,0.0,2026-03-27 09:32:30
28,688777,中控技术,-,-,-,-,-,-,-,-,-,64.1,112.68,5.0,50715248681.0,2026-03-27 09:01:58
28,002042,华孚时尚,4.42,9.95,0.4,528665.0,225726272.56,12.19,4.42,3.93,3.93,4.02,107.76,1.3,7517011589.0,2026-03-27 10:02:32
29,2082,万邦德,23.67,9.99,2.15,502251,1143015618.11,9.99,23.67,21.52,21.88,21.52,-72.84,5.83,14478679932.0,2026-03-27 08:46:48
29,688776,国光电气,0,0,0,0,0,0,0,0,0,85.37,-96.14,5.28,9252692480.0,2026-03-27 09:02:39
29,600666,奥瑞德,6.08,9.95,0.55,6002290.0,3444288066.0,17.18,6.08,5.13,5.32,5.53,43.14,14.87,16728800156.0,2026-03-27 10:02:32
29,2620,ST瑞和,8.69,4.952,0.0,23434905.0,203487068.0,0,8.69,8.49,8.69,8.28,0.0,0.0,0.0,2026-03-27 09:32:30
30,600136,ST明诚,2.13,4.926,0.0,42619215.0,90132872.0,0,2.13,2.01,2.13,2.03,0.0,0.0,0.0,2026-03-27 09:32:30
30,600844,金煤科技,4.99,9.91,0.45,863667.0,414972317.0,10.79,4.99,4.5,4.54,4.54,-42.84,36.3,5072455958.0,2026-03-27 10:02:32
30,688775,影石创新,-,-,-,-,-,-,-,-,-,182.66,75.98,12.52,73246660000.0,2026-03-27 09:01:58
31,688772,珠海冠宇,-,-,-,-,-,-,-,-,-,16.06,38.51,2.36,18182902406.0,2026-03-27 09:01:58
31,002445,中南文化,4.44,9.9,0.4,2232130.0,943036712.77,10.89,4.44,4.0,4.0,4.04,96.25,4.66,10552137438.0,2026-03-27 10:02:32
31,1367,海森药业,24.12,9.99,2.19,65973,158715307.39,1.64,24.12,23.76,23.76,21.93,27.04,2.46,3674710944.0,2026-03-27 08:46:48
31,600107,ST尔雅,6.67,4.874,0.0,4501621.0,29635372.0,0,6.68,6.37,6.42,6.36,0.0,0.0,0.0,2026-03-27 09:32:30
32,002745,木林森,9.26,9.46,0.8,710375.0,640919145.89,9.1,9.27,8.5,8.51,8.46,49.27,1.03,13743380855.0,2026-03-27 10:02:32
32,688268,华特气体,100.79,4.826,0.0,1314835.0,130049202.0,0,100.79,96.8,96.95,96.15,0.0,0.0,0.0,2026-03-27 09:32:30
32,688768,容知日新,-,-,-,-,-,-,-,-,-,43.21,45.31,3.45,3801992289.0,2026-03-27 09:01:58
32,603937,丽岛新材,14.32,9.98,1.3,158820,222114007.0,8.99,14.32,13.15,13.18,13.02,-151.4,1.94,2991290136.0,2026-03-27 08:45:48
33,603601,再升科技,13.44,9.98,1.22,4225054,5615861364.0,4.83,13.44,12.85,13.44,12.22,141.71,6.3,15353062650.0,2026-03-27 08:46:48
33,688767,博拓生物,0,0,0,0,0,0,0,0,0,31.29,99.85,1.97,4672640021.0,2026-03-27 09:02:39
33,600784,鲁银投资,7.29,4.741,0.0,1237996.0,8803745.0,0,7.31,6.93,6.96,6.96,0.0,0.0,0.0,2026-03-27 09:32:30
33,300730,科创信息,14.09,9.39,1.21,182181.0,252707186.42,11.49,14.3,12.82,12.93,12.88,-43.31,13.55,3397647763.0,2026-03-27 10:02:32
34,989,九芝堂,9.16,4.686,0.0,9090300.0,84771487.0,0,9.48,9.16,9.3,8.75,0.0,0.0,0.0,2026-03-27 09:32:30
34,603217,元利科技,24.68,9.98,2.24,38739,93989858.0,10.56,24.68,22.31,22.31,22.44,25.27,1.53,5135601968.0,2026-03-27 08:45:48
34,000695,滨海能源,14.21,9.39,1.22,237266.0,329707648.0,11.09,14.29,12.85,12.93,12.99,-49.96,29.16,3293197895.0,2026-03-27 10:02:32
34,688766,普冉股份,0,0,0,0,0,0,0,0,0,242.0,172.65,14.82,35827882684.0,2026-03-27 09:02:39
35,2705,新宝股份,14.77,9.98,1.34,506496,743152835.07,3.5,14.77,14.3,14.48,13.43,11.97,1.39,11991405271.0,2026-03-27 08:46:48
35,688710,益诺思,62.88,9.17,5.28,10716.0,65324830.0,9.36,63.46,58.07,58.69,57.6,-290.5,3.82,8864798191.0,2026-03-27 10:02:32
35,688765,禾元生物-U,0,0,0,0,0,0,0,0,0,63.53,-143.8,7.84,22711975000.0,2026-03-27 09:02:39
36,688759,必贝特-U,-,-,-,-,-,-,-,-,-,35.52,-104.42,9.57,15985302057.0,2026-03-27 09:01:58
36,767,晋控电力,4.63,9.98,0.42,2101889,961523391.86,5.94,4.63,4.38,4.46,4.21,33.88,2.27,14246242474.0,2026-03-27 08:45:48
36,002328,新朋股份,7.08,8.92,0.58,378055.0,262134163.94,12.0,7.1,6.32,6.37,6.5,28.92,1.64,5464131600.0,2026-03-27 10:02:32
37,688758,赛分科技,0,0,0,0,0,0,0,0,0,16.8,55.35,5.17,6996596611.0,2026-03-27 09:02:39
37,601515,衢州东峰,4.41,9.98,0.4,342941,149340508.0,9.23,4.41,4.04,4.04,4.01,-66.65,1.63,8486915659.0,2026-03-27 08:46:48
37,603272,联翔股份,32.0,8.92,2.62,59216.0,183299098.0,13.34,32.3,28.38,29.21,29.38,1133.46,5.94,3316064000.0,2026-03-27 10:02:32
37,301152,天力锂能,29.11,4.599,0.0,788000.0,22539598.0,0,29.37,27.55,27.67,27.83,0.0,0.0,0.0,2026-03-27 09:32:30
38,300461,田中精机,48.48,4.573,0.0,2283460.0,111208899.0,0,50.0,47.42,47.61,46.36,0.0,0.0,0.0,2026-03-27 09:32:30
38,000767,晋控电力,5.04,8.86,0.41,4394200.0,2201122656.15,5.83,5.09,4.82,4.9,4.63,36.88,2.47,15507788784.0,2026-03-27 10:02:32
38,600682,南京新百,7.06,9.97,0.64,321303,221033323.0,8.88,7.06,6.49,6.55,6.42,33.53,0.54,9496633480.0,2026-03-27 08:45:48
38,688757,胜科纳米,-,-,-,-,-,-,-,-,-,23.3,150.85,10.59,9397157624.0,2026-03-27 09:01:58
39,688755,汉邦科技,-,-,-,-,-,-,-,-,-,36.74,54.26,2.6,3233120000.0,2026-03-27 09:01:58
39,2192,融捷股份,74.12,4.527,0.0,8663045.0,640987066.0,0,75.0,73.01,73.33,70.91,0.0,0.0,0.0,2026-03-27 09:32:30
39,688622,禾信仪器,93.99,8.77,7.58,17947.0,169092823.0,12.19,97.23,86.7,86.7,86.41,-69.4,21.86,6623054319.0,2026-03-27 10:02:32
40,600831,广电网络,3.97,4.474,0.0,4046000.0,16183827.0,0,4.17,3.8,3.8,3.8,0.0,0.0,0.0,2026-03-27 09:32:30
40,688750,金天钛业,-,-,-,-,-,-,-,-,-,17.59,137.26,3.3,8135375000.0,2026-03-27 09:01:58
40,600163,中闽能源,8.29,9.95,0.75,773616,640983943.0,1.86,8.29,8.15,8.29,7.54,36.07,2.27,15775838025.0,2026-03-27 08:45:48
40,600227,赤天化,4.22,8.76,0.34,2633342.0,1100091511.0,12.89,4.27,3.77,3.77,3.88,-35.06,2.98,7126430831.0,2026-03-27 10:02:32
41,300461,田中精机,50.4,8.71,4.04,92785.0,464616680.0,11.73,52.86,47.42,47.61,46.36,1257.47,14.88,7915657277.0,2026-03-27 10:02:32
41,600844,金煤科技,4.54,9.93,0.41,1846895,794584862.0,11.86,4.54,4.05,4.07,4.13,-38.98,33.03,4615020050.0,2026-03-27 08:46:48
41,688739,成大生物,0,0,0,0,0,0,0,0,0,23.99,72.6,1.05,9990635500.0,2026-03-27 09:02:39
42,2692,远程股份,5.98,9.93,0.54,320448,187970227.56,10.48,5.98,5.41,5.42,5.44,65.21,3.54,4294513080.0,2026-03-27 08:45:48
42,300518,新迅达,20.22,8.71,1.62,67480.0,133992144.44,12.42,20.59,18.28,18.28,18.6,-109.1,5.36,4032102067.0,2026-03-27 10:02:32
42,603272,联翔股份,30.64,4.289,0.0,1845797.0,55619305.0,0,31.2,28.38,29.21,29.38,0.0,0.0,0.0,2026-03-27 09:32:30
43,603520,司太立,10.74,4.272,0.0,13902242.0,147398214.0,0,10.97,10.2,10.28,10.3,0.0,0.0,0.0,2026-03-27 09:32:30
43,688733,壹石通,-,-,-,-,-,-,-,-,-,26.65,-240.66,2.53,5324008814.0,2026-03-27 09:01:58
43,600800,渤海化学,5.21,9.92,0.47,593992,308052227.0,6.54,5.21,4.9,4.9,4.74,-7.49,4.87,5783335575.0,2026-03-27 08:46:48
43,688605,先锋精科,60.95,8.55,4.8,34492.0,207124021.0,5.66,61.18,58.0,58.0,56.15,64.83,7.5,12335052223.0,2026-03-27 10:02:32
44,301285,鸿日达,85.18,8.37,6.58,22272.0,181112065.46,11.6,85.68,76.56,78.0,78.6,-706.04,17.28,17604150600.0,2026-03-27 10:02:32
44,688729,屹唐股份,0,0,0,0,0,0,0,0,0,21.81,96.1,7.22,64460763600.0,2026-03-27 09:02:39
44,722,湖南发展,19.06,4.267,0.0,35186139.0,666140632.0,0,19.69,18.58,18.58,18.28,0.0,0.0,0.0,2026-03-27 09:32:30
44,927,中国铁物,3.34,9.87,0.3,5628399,1862552681.13,5.26,3.34,3.18,3.19,3.04,33.49,2.1,20208181161.0,2026-03-27 08:45:48
45,600780,通宝能源,8.43,9.77,0.75,1759261,1405632845.0,13.15,8.45,7.44,7.67,7.68,14.9,1.18,9665016269.0,2026-03-27 08:46:48
45,688302,海创药业-U,41.11,8.36,3.17,17446.0,70870317.0,12.1,42.8,38.21,38.61,37.94,-29.78,3.82,4070531234.0,2026-03-27 10:02:32
45,688728,格科微,-,-,-,-,-,-,-,-,-,13.09,675.8,4.33,34041679471.0,2026-03-27 09:01:58
46,301312,智立方,95.35,8.91,7.8,115014,1094910402.58,18.13,100.87,85.0,87.17,87.55,123.88,9.38,11554571354.0,2026-03-27 08:45:48
46,688727,恒坤新材,0,0,0,0,0,0,0,0,0,46.65,204.23,8.36,20960759340.0,2026-03-27 09:02:39
46,968,蓝焰控股,11.39,4.209,0.0,30740552.0,350029912.0,0,11.54,11.2,11.2,10.93,0.0,0.0,0.0,2026-03-27 09:32:30
46,003010,若羽臣,32.56,7.99,2.41,109902.0,347986575.0,10.12,32.61,29.56,29.87,30.15,52.1,14.08,10128096539.0,2026-03-27 10:02:32
47,2745,木林森,8.81,4.137,0.0,7287220.0,63336111.0,0,8.96,8.5,8.51,8.46,0.0,0.0,0.0,2026-03-27 09:32:30
47,300501,海顺新材,17.9,8.75,1.44,283065,493114712.46,14.58,18.65,16.25,16.7,16.46,-148.9,2.47,3464332097.0,2026-03-27 08:46:48
47,603288,海天味业,39.82,7.77,2.87,278348.0,1093294746.0,6.36,39.99,37.64,37.9,36.95,33.11,5.64,233019669270.0,2026-03-27 10:02:32
47,688726,拉普拉斯,-,-,-,-,-,-,-,-,-,61.11,40.47,6.09,24769483410.0,2026-03-27 09:01:58
48,300749,顶固集创,33.56,8.68,2.68,192505,644651585.6,17.58,35.99,30.56,31.25,30.88,440.65,12.14,6885485064.0,2026-03-27 08:45:48
48,688722,同益中,0,0,0,0,0,0,0,0,0,16.73,34.29,2.63,3758673891.0,2026-03-27 09:02:39
48,603288,海天味业,38.47,4.114,0.0,3465906.0,132105459.0,0,38.58,37.64,37.9,36.95,0.0,0.0,0.0,2026-03-27 09:32:30
48,688796,百奥赛图,88.69,7.59,6.26,11157.0,95232439.0,10.18,89.58,81.19,82.19,82.43,228.84,18.22,39635420870.0,2026-03-27 10:02:32
49,688677,海泰新光,40.35,7.57,2.84,13432.0,52739326.0,8.18,40.4,37.33,37.49,37.51,28.19,3.59,4837036950.0,2026-03-27 10:02:32
49,545,金浦钛业,3.44,3.927,0.0,9941900.0,33366855.0,0,3.45,3.23,3.26,3.31,0.0,0.0,0.0,2026-03-27 09:32:30
49,603115,海星股份,39.48,8.67,3.15,233147,919251388.0,6.47,39.96,37.61,38.0,36.33,48.68,4.62,9549832992.0,2026-03-27 08:46:48
49,688721,龙图光罩,-,-,-,-,-,-,-,-,-,39.44,93.87,4.34,5265240000.0,2026-03-27 09:01:58
50,688720,艾森股份,0,0,0,0,0,0,0,0,0,62.18,108.6,5.32,5480130708.0,2026-03-27 09:02:39
50,688019,安集科技,246.48,7.17,16.49,17030.0,409627074.0,5.96,247.38,233.67,234.0,229.99,52.65,11.75,41547272676.0,2026-03-27 10:02:32
50,973,佛塑科技,18.46,8.4,1.43,880220,1608462976.14,10.69,18.73,16.91,17.03,17.03,405.56,6.14,45379050700.0,2026-03-27 08:45:48
50,688019,安集科技,239.0,3.918,0.0,319262.0,75785350.0,0,243.0,233.67,234.0,229.99,0.0,0.0,0.0,2026-03-27 09:32:30
51,300813,泰林生物,29.9,7.17,2.0,71384.0,214021096.48,10.86,31.0,27.97,28.2,27.9,219.82,4.51,3623856648.0,2026-03-27 10:02:32
